ACC	StudySize	Status	Releasedate	SubmissionDate	UserName	Technique	AccShort	StudyID	UpdateDate	nmr_size	ms_size	Empty?	150
MTBLS41	1099210752.0	Public	14/09/2015	11/09/2015	Joachim Kopka	GC-TOF-MS	41.0	14483456.0	22/03/2017	0.0	1099210752.0	201,509.00	201509.0
MTBLS42	1177735168.0	Public	14/09/2015	11/09/2015	Joachim Kopka	GC-TOF-MS	42.0	14516224.0	22/03/2017	0.0	1177735168.0	201,509.00	201509.0
MTBLS43	1860067328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	GC-TOF-MS	43.0	14548992.0	22/03/2017	0.0	1860067328.0	201,509.00	201509.0
MTBLS44	1820540928.0	Public	14/09/2015	11/09/2015	Joachim Kopka	GC-TOF-MS	44.0	14581760.0	22/03/2017	0.0	1820540928.0	201,509.00	201509.0
MTBLS45	5816086528.0	Public	01/03/2014	30/05/2013	Atsushi Fukushima	GC-TOF-MS	45.0	3178496.0	07/06/2016	0.0	5816086528.0	201,403.00	201305.0
MTBLS46	124620800.0	Public	03/03/2015	05/06/2013	Leonardo Tenori	NMR	46.0	3211264.0	08/06/2016	124620800.0	0.0	201,503.00	201306.0
MTBLS47	68805267456.0	Public	01/03/2014	01/07/2013	Atsushi Fukushima	GC-TOF-MS	47.0	4456448.0	07/06/2016	0.0	68805267456.0	201,403.00	201307.0
MTBLS48	55578624.0	Public	11/10/2018	08/07/2013	Yan Zhang	NMR	48.0	3604480.0	11/10/2018	55578624.0	0.0	201,810.00	201307.0
MTBLS49	2604699648.0	Public	14/05/2015	11/07/2013	Darren Creek	LC-LTQ-MS	49.0	3637248.0	14/06/2016	0.0	2604699648.0	201,505.00	201307.0
MTBLS50	20549632.0	Submitted	01/06/2016	17/07/2013	Raymond Langley	UPLC-LTQ-MS/MS	50.0	3670016.0	10/06/2016	0.0	20549632.0	201,606.00	201307.0
MTBLS50	20549632.0	Submitted	01/06/2016	17/07/2013	Raymond Langley	GC-Q-MS	50.0	3670016.0	10/06/2016	0.0	20549632.0	201,606.00	201307.0
MTBLS51	1118208.0	Submitted	01/07/2016	17/07/2013	Raymond Langley	UPLC-LTQ-MS/MS	51.0	3702784.0	02/10/2015	0.0	1118208.0	201,607.00	201307.0
MTBLS51	1118208.0	Submitted	01/07/2016	17/07/2013	Raymond Langley	GC-Q-MS	51.0	3702784.0	02/10/2015	0.0	1118208.0	201,607.00	201307.0
MTBLS52	98316288.0	Public	20/11/2014	05/08/2013	Anna Piasecka	UPLC-DAD	52.0	9928704.0	30/06/2016	0.0	98316288.0	201,411.00	201308.0
MTBLS52	98316288.0	Public	20/11/2014	05/08/2013	Anna Piasecka	HPLC-QIT-MS	52.0	9928704.0	30/06/2016	0.0	98316288.0	201,411.00	201308.0
MTBLS53	20619264.0	In Review	19/11/2016	08/08/2013	Silvia Marin	GC-Q-MS	53.0	3801088.0	27/11/2015	0.0	20619264.0	201,611.00	201308.0
MTBLS54	1583112192.0	Public	14/09/2015	11/09/2015	Joachim Kopka	GC-TOF-MS	54.0	14614528.0	22/03/2017	0.0	1583112192.0	201,509.00	201509.0
MTBLS55	14145245184.0	Public	25/02/2014	25/02/2014	Panagiotis Arapitsas	UPLC-QTOF-MS	55.0	4718592.0	17/06/2016	0.0	14145245184.0	201,402.00	201402.0
MTBLS56	21721088.0	Public	24/09/2013	24/09/2013	Daniel Jacob	NMR	56.0	3932160.0	17/06/2016	21721088.0	0.0	201,309.00	201309.0
MTBLS57	3707179008.0	Public	06/12/2013	08/10/2013	Ryo Nakabayashi	UPLC-QTOF-MS	57.0	4030464.0	24/03/2017	0.0	3707179008.0	201,312.00	201310.0
MTBLS58	7412310016.0	Public	17/05/2018	05/05/2017	Regis Lavigne	MALDI-TOF/TOF-MS ??	58.0	58.0	17/05/2018	0.0	7412310016.0	201,805.00	201705.0
MTBLS59	972402688.0	Public	24/10/2013	14/10/2013	Pietro Franceschi	UPLC-QTOF-MS	59.0	4161536.0	20/06/2016	0.0	972402688.0	201,310.00	201310.0
MTBLS60	7098368.0	Submitted	01/11/2016	17/10/2013	Matej Oresic	GCxGC-TOF-MS	60.0	4096000.0	25/09/2017	0.0	7098368.0	201,611.00	201310.0
MTBLS60	7098368.0	Submitted	01/11/2016	17/10/2013	Matej Oresic	UPLC-QTOF-MS	60.0	4096000.0	25/09/2017	0.0	7098368.0	201,611.00	201310.0
MTBLS61	1359134720.0	Public	14/11/2013	14/11/2013	Robert Jansen	HPLC-LTQ-MS/MS	61.0	4358144.0	21/06/2016	0.0	1359134720.0	201,311.00	201311.0
MTBLS67	2179899392.0	Public	26/11/2013	19/11/2013	Tomas Pluskal	HPLC-LTQ-MS	67.0	4390912.0	03/11/2015	0.0	2179899392.0	201,311.00	201311.0
MTBLS69	2421022720.0	Public	01/05/2014	05/02/2014	Aaron Massey	UPLC-QTOF-MS	69.0	4554752.0	22/06/2016	0.0	2421022720.0	201,405.00	201402.0
MTBLS70	2420785152.0	Dormant	05/02/2016	05/02/2014	Aaron Massey	UPLC-QTOF-MS	70.0	4587520.0	30/09/2015	0.0	2420785152.0	201,602.00	201402.0
MTBLS71	6280830976.0	Public	21/05/2014	19/05/2014	Tom Metz	GC-Q-MS	71.0	6258688.0	23/06/2016	0.0	6280830976.0	201,405.00	201405.0
MTBLS72	34599284736.0	Public	09/03/2014	06/03/2014	Robert Padilla	FIA-TQ-MS/MS	72.0	4849664.0	27/06/2016	0.0	34599284736.0	201,403.00	201403.0
MTBLS72	34599284736.0	Public	09/03/2014	06/03/2014	Robert Padilla	UPLC-QTOF-MS/MS	72.0	4849664.0	27/06/2016	0.0	34599284736.0	201,403.00	201403.0
MTBLS73	9232121856.0	Public	18/10/2017	12/03/2014	Mark Earll	UPLC-LTQ-MS/MS	73.0	4882432.0	02/11/2017	0.0	9232121856.0	201,710.00	201403.0
MTBLS74	10544586752.0	Public	06/11/2014	05/11/2014	Steffen Neumann	UPLC-QTOF-MS	74.0	9666560.0	06/11/2014	0.0	10544586752.0	201,411.00	201411.0
MTBLS75	466747392.0	Public	24/06/2014	24/06/2014	Tom Metz	GC-Q-MS	75.0	6979584.0	28/06/2016	0.0	466747392.0	201,406.00	201406.0
MTBLS76	10830450688.0	In Review	01/07/2016	19/03/2014	Albert Koulman	DI-LTQ-MS	76.0	5210112.0	29/06/2016	0.0	10830450688.0	201,607.00	201403.0
MTBLS77	7028736.0	Public	31/01/2015	26/01/2015	Juan Li	NMR	77.0	10944512.0	29/06/2016	7028736.0	0.0	201,501.00	201501.0
MTBLS79	58676588544.0	Public	05/06/2014	24/03/2014	Ralf Weber	DI-FT-ICR-MS	79.0	5570560.0	28/07/2016	0.0	58676588544.0	201,406.00	201403.0
MTBLS80	9259134976.0	Submitted	31/12/2018	14/12/2017	User Cochrane, Mark Williams	UPLC-MS/MS	80.0	81.0	18/12/2017	0.0	9259134976.0	201,812.00	201712.0
MTBLS81	3600584704.0	Public	19/08/2014	19/08/2014	Harald Köfeler	UPLC-FT-ICR-MS	81.0	7503872.0	03/02/2016	0.0	3600584704.0	201,408.00	201408.0
MTBLS81	3600584704.0	Public	19/08/2014	19/08/2014	Harald Köfeler	UPLC-LTQ-FT-MS/MS	81.0	7503872.0	03/02/2016	0.0	3600584704.0	201,408.00	201408.0
MTBLS82	112000000000.0	Submitted	09/01/2019	09/01/2018	User Cochrane, Reza Salek, Peter Li	UPLC-MS/MS	82.0	82.0	09/01/2018	0.0	112000000000.0	201,901.00	201801.0
MTBLS83	7221227520.0	In Review	30/04/2025	22/03/2018	User Cochrane	UPLC-MS/MS	83.0	84.0	27/04/2018	0.0	7221227520.0	202,504.00	201803.0
MTBLS84	2883584.0	Submitted	30/04/2025	27/04/2018	Richard Robinson, User Cochrane	UPLC-MS/MS	84.0	85.0	27/04/2018	0.0	2883584.0	202,504.00	201804.0
MTBLS85	1974779904.0	Public	01/07/2014	09/06/2014	Ron Wehrens	UPLC-DAD	85.0	6455296.0	23/03/2017	0.0	1974779904.0	201,407.00	201406.0
MTBLS86	3161079808.0	Public	01/07/2014	09/06/2014	Ron Wehrens	UPLC-DAD	86.0	6488064.0	21/07/2016	0.0	3161079808.0	201,407.00	201406.0
MTBLS87	2672734208.0	Public	08/07/2014	08/07/2014	Romanas Chaleckis	HPLC-LTQ-MS/MS	87.0	7143424.0	01/07/2016	0.0	2672734208.0	201,407.00	201407.0
MTBLS88	1908260864.0	Public	08/07/2014	08/07/2014	Romanas Chaleckis	HPLC-LTQ-MS/MS	88.0	7176192.0	01/07/2016	0.0	1908260864.0	201,407.00	201407.0
MTBLS89	56008499200.0	In Review	15/05/2019	15/05/2018	User Cochrane, Karsten Suhre	UPLC-MS/MS	89.0	89.0	23/11/2018	0.0	56008499200.0	201,905.00	201805.0
MTBLS90	482000000000.0	Public	30/08/2014	05/06/2014	Andrea Ganna	UPLC-QTOF-MS/MS	90.0	6619136.0	01/07/2016	0.0	482000000000.0	201,408.00	201406.0
MTBLS91	1477885952.0	Public	13/10/2015	08/06/2014	Ulf Sommer	DI-FT-ICR-MS	91.0	10027008.0	21/07/2016	0.0	1477885952.0	201,510.00	201406.0
MTBLS92	11010977792.0	Public	17/06/2014	12/06/2014	Mika Hilvo	UPLC-QTOF-MS	92.0	6553600.0	26/07/2016	0.0	11010977792.0	201,406.00	201406.0
MTBLS93	729000000000.0	Public	30/08/2014	14/06/2014	Andrea Ganna	UPLC-QTOF-MS/MS	93.0	6586368.0	26/07/2016	0.0	729000000000.0	201,408.00	201406.0
MTBLS94	126000000000.0	Public	19/07/2018	24/05/2018	Michal Gorka	UPLC-LTQ-MS	94.0	94.0	20/07/2018	0.0	126000000000.0	201,807.00	201805.0
MTBLS95	533291008.0	Public	24/06/2014	24/06/2014	Tom Metz	GC-Q-MS	95.0	7012352.0	27/07/2016	0.0	533291008.0	201,406.00	201406.0
MTBLS96	625717248.0	Public	24/06/2014	24/06/2014	Tom Metz	GC-Q-MS	96.0	7045120.0	28/07/2016	0.0	625717248.0	201,406.00	201406.0
MTBLS97	10014720.0	Submitted	01/01/2016	01/07/2014	Elon Correa	GC-TOF-MS	97.0	7077888.0	28/07/2016	0.0	10014720.0	201,601.00	201407.0
MTBLS97	10014720.0	Submitted	01/01/2016	01/07/2014	Elon Correa	UPLC-TOF-MS	97.0	7077888.0	28/07/2016	0.0	10014720.0	201,601.00	201407.0
MTBLS98	43511808.0	Public	14/09/2016	04/07/2014	Simon Brown	DI-LTQ-MS	98.0	7110656.0	30/10/2017	0.0	43511808.0	201,609.00	201407.0
MTBLS99	8408608768.0	Public	05/06/2015	19/01/2015	Ron Wehrens	UPLC-QTOF-MS	99.0	10780672.0	28/07/2016	0.0	8408608768.0	201,506.00	201501.0
MTBLS100	4558848.0	Public	01/09/2015	16/07/2014	Zerihun Dame	NMR	100.0	7241728.0	02/05/2017	4558848.0	0.0	201,509.00	201407.0
MTBLS101	14606336.0	Submitted	01/02/2017	16/07/2014	Rupa Mandal	NMR	101.0	7274496.0	19/04/2017	14606336.0	0.0	201,702.00	201407.0
MTBLS102	19533824.0	Public	01/07/2015	21/07/2014	Kristin Surmann	NMR	102.0	7307264.0	05/08/2016	19533824.0	0.0	201,507.00	201407.0
MTBLS103	5083435008.0	Public	09/04/2015	01/08/2014	Sara Samino	NMR	103.0	7340032.0	25/08/2016	12000.0	5083423008.0	201,504.00	201408.0
MTBLS103	5083435008.0	Public	09/04/2015	01/08/2014	Sara Samino	UPLC-QTOF-MS	103.0	7340032.0	25/08/2016	12000.0	5083423008.0	201,504.00	201408.0
MTBLS104	20254720.0	Public	01/10/2014	30/09/2014	Bo Wang	NMR	104.0	8224768.0	07/09/2016	20254720.0	0.0	201,410.00	201409.0
MTBLS105	7245291520.0	Public	13/08/2015	13/08/2014	Habtom Ressom	GC-Q-MS	105.0	7438336.0	07/09/2016	0.0	7245291520.0	201,508.00	201408.0
MTBLS105	7245291520.0	Public	13/08/2015	13/08/2014	Habtom Ressom	GC-TOF-MS	105.0	7438336.0	07/09/2016	0.0	7245291520.0	201,508.00	201408.0
MTBLS107	1761894400.0	Public	31/08/2014	22/08/2014	Lieven van Meulebroek	UPLC-LTQ-MS	107.0	7536640.0	12/09/2016	0.0	1761894400.0	201,408.00	201408.0
MTBLS108	1805500416.0	Public	31/08/2014	22/08/2014	Lieven van Meulebroek	UPLC-LTQ-MS	108.0	7569408.0	12/09/2016	0.0	1805500416.0	201,408.00	201408.0
MTBLS109	1789276160.0	Public	31/08/2014	22/08/2014	Lieven van Meulebroek	UPLC-LTQ-MS	109.0	7602176.0	12/09/2016	0.0	1789276160.0	201,408.00	201408.0
MTBLS110	1768927232.0	Public	31/08/2014	22/08/2014	Lieven van Meulebroek	UPLC-LTQ-MS	110.0	7634944.0	12/09/2016	0.0	1768927232.0	201,408.00	201408.0
MTBLS111	1828139008.0	Public	31/08/2014	22/08/2014	Lieven van Meulebroek	UPLC-LTQ-MS	111.0	7667712.0	12/09/2016	0.0	1828139008.0	201,408.00	201408.0
MTBLS112	860160.0	Public	17/10/2014	17/10/2014	Benedikt Warth	GC-Q-MS	112.0	8519680.0	07/09/2016	0.0	860160.0	201,410.00	201410.0
MTBLS113	652783616.0	Public	04/09/2014	03/09/2014	Takeshi Furuhashi	GC-TOF-MS	113.0	7798784.0	07/09/2016	0.0	652783616.0	201,409.00	201409.0
MTBLS114	7974912.0	Public	05/09/2014	05/09/2014	Gustav Nestor	NMR	114.0	7831552.0	07/09/2016	7974912.0	0.0	201,409.00	201409.0
MTBLS115	32980992.0	In Review	01/07/2019	23/09/2014	Brian Goodfellow	NMR	115.0	8060928.0	22/10/2018	32980992.0	0.0	201,907.00	201409.0
MTBLS116	5996544.0	Public	20/11/2014	27/09/2014	Emilia Sogin	NMR	116.0	9961472.0	13/09/2016	5996544.0	0.0	201,411.00	201409.0
MTBLS117	117080064.0	Public	15/11/2014	29/10/2014	Konstantinos Aliferis	DI-LTQ-MS/MS	117.0	9437184.0	24/10/2016	0.0	117080064.0	201,411.00	201410.0
MTBLS118	1207296000.0	Public	15/11/2014	29/10/2014	Konstantinos Aliferis	GC-Q-MS	118.0	9469952.0	30/09/2016	0.0	1207296000.0	201,411.00	201410.0
MTBLS119	33225846784.0	Public	31/01/2015	08/10/2014	Richard Helm	UPLC-QTOF-MS/MS	119.0	8355840.0	04/02/2016	0.0	33225846784.0	201,501.00	201410.0
MTBLS120	20115861504.0	Public	04/02/2016	09/06/2015	Richard Helm, Christin Kastl	UPLC-QTOF-MS/MS	120.0	8323072.0	04/02/2016	0.0	20115861504.0	201,602.00	201506.0
MTBLS123	679407616.0	Public	31/01/2015	14/10/2014	Charles Determan	NMR	123.0	8552448.0	24/10/2016	679407616.0	0.0	201,501.00	201410.0
MTBLS124	249000000000.0	Public	23/03/2015	17/10/2014	Andrea Ganna	UPLC-QTOF-MS	124.0	9830400.0	26/07/2016	0.0	249000000000.0	201,503.00	201410.0
MTBLS125	12707123200.0	Public	15/12/2014	21/10/2014	Romanas Chaleckis	HPLC-LTQ-MS	125.0	10289152.0	22/11/2016	0.0	12707123200.0	201,412.00	201410.0
MTBLS126	17122570240.0	Public	15/12/2014	21/10/2014	Romanas Chaleckis	HPLC-LTQ-MS	126.0	10223616.0	22/11/2016	0.0	17122570240.0	201,412.00	201410.0
MTBLS127	4308557824.0	Public	15/12/2014	15/12/2014	Romanas Chaleckis	HPLC-LTQ-MS	127.0	10321920.0	22/11/2016	0.0	4308557824.0	201,412.00	201412.0
MTBLS128	185581568.0	Public	06/10/2015	27/10/2014	Frederik Walter	UPLC-QTOF-MS	128.0	9207808.0	22/11/2016	0.0	185581568.0	201,510.00	201410.0
MTBLS129	11098845184.0	Public	03/10/2016	23/10/2014	Shivshankar Umashankar	UPLC-TOF-MS	129.0	8781824.0	22/11/2016	0.0	11098845184.0	201,610.00	201410.0
MTBLS129	11098845184.0	Public	03/10/2016	23/10/2014	Shivshankar Umashankar	UPLC-LTQ-MS	129.0	8781824.0	22/11/2016	0.0	11098845184.0	201,610.00	201410.0
MTBLS131	206815232.0	Public	28/01/2015	24/10/2014	Daniel Jacob	NMR	131.0	8945664.0	23/11/2016	206815232.0	0.0	201,501.00	201410.0
MTBLS132	280268800.0	Public	11/11/2015	24/10/2014	Daniel Jacob	NMR	132.0	9076736.0	23/11/2016	280268800.0	0.0	201,511.00	201410.0
MTBLS133	193679360.0	Public	11/11/2015	24/10/2014	Daniel Jacob	NMR	133.0	8880128.0	23/11/2016	193679360.0	0.0	201,511.00	201410.0
MTBLS134	193675264.0	Public	11/11/2015	24/10/2014	Daniel Jacob	NMR	134.0	8912896.0	23/11/2016	193675264.0	0.0	201,511.00	201410.0
MTBLS135	2605498368.0	In Review	01/06/2019	01/06/2018	MetaboLights Team	UPLC-MS/MS	135.0	137.0	11/01/2019	0.0	2605498368.0	201,906.00	201806.0
MTBLS137	6327144448.0	Public	09/11/2014	05/11/2014	Panagiotis Arapitsas	UPLC-QTOF-MS	137.0	9699328.0	23/11/2016	0.0	6327144448.0	201,411.00	201411.0
MTBLS138	450560.0	Submitted	13/07/2019	13/07/2018	Metabolon Submission	GC-Q-MS	138.0	138.0	13/07/2018	0.0	450560.0	201,907.00	201807.0
MTBLS140	18486665216.0	Public	07/09/2015	06/11/2014	Marc Rurik	HPLC-LTQ-MS/MS	140.0	9764864.0	24/11/2016	0.0	18486665216.0	201,509.00	201411.0
MTBLS142	54091776.0	Public	03/12/2018	12/06/2018	Mehdi BENIDDIR	HPLC-QTOF-MS/MS	142.0	143.0	19/12/2018	0.0	54091776.0	201,812.00	201806.0
MTBLS143	505761792.0	Public	19/11/2015	20/11/2014	Sam Ansari	UPLC-LTQ-MS	143.0	9994240.0	24/11/2016	0.0	505761792.0	201,511.00	201411.0
MTBLS144	7871221760.0	Public	12/12/2014	25/11/2014	Krista Longnecker	UPLC-FT-ICR-MS	144.0	10256384.0	14/01/2016	0.0	7871221760.0	201,412.00	201411.0
MTBLS144	7871221760.0	Public	12/12/2014	25/11/2014	Krista Longnecker	UPLC-LTQ-FT-MS/MS	144.0	10256384.0	14/01/2016	0.0	7871221760.0	201,412.00	201411.0
MTBLS146	11156127744.0	Public	03/03/2015	26/11/2014	Robert Davidson	HPLC-LTQ-MS	146.0	11567104.0	25/11/2016	0.0	11156127744.0	201,503.00	201411.0
MTBLS147	2410045440.0	Public	01/01/2015	16/12/2014	Claudio Santucci	NMR	147.0	10354688.0	23/03/2017	2410045440.0	0.0	201,501.00	201412.0
MTBLS148	21667311616.0	Public	18/12/2014	18/12/2014	Etienne Thevenot	UPLC-LTQ-MS	148.0	10387456.0	29/11/2016	0.0	21667311616.0	201,412.00	201412.0
MTBLS149	131325952.0	Public	08/06/2016	19/12/2014	Junsong Wang	NMR	149.0	10452992.0	09/05/2018	131325952.0	0.0	201,606.00	201412.0
MTBLS150	229969920.0	Public	31/12/2014	31/12/2014	Kathleen Vermeersch	GCxGC-TOF-MS	150.0	10485760.0	23/03/2017	0.0	229969920.0	201,412.00	201412.0
MTBLS151	70258688.0	Public	25/11/2016	05/01/2015	umaporn uawisetwathana	NMR	151.0	10518528.0	25/11/2016	70258688.0	0.0	201,611.00	201501.0
MTBLS152	246423552.0	Public	08/01/2015	08/01/2015	Kathleen Vermeersch	GCxGC-TOF-MS	152.0	10551296.0	23/03/2017	0.0	246423552.0	201,501.00	201501.0
MTBLS153	1748992.0	Submitted	03/10/2016	09/01/2015	Benedikt Warth	GC-Q-MS	153.0	10584064.0	17/03/2016	0.0	1748992.0	201,610.00	201501.0
MTBLS154	10318344192.0	Public	27/01/2015	12/01/2015	Krista Longnecker	UPLC-FT-ICR-MS	154.0	10616832.0	17/05/2017	0.0	10318344192.0	201,501.00	201501.0
