ACC,StudySize,Status,Releasedate,SubmissionDate,UserName,Technique,AccShort,StudyID,UpdateDate,nmr_size,ms_size,Empty?,150
MTBLS13,3288973312,Public,14/09/2015,11/09/2015,Joachim Kopka,GC-TOF-MS,13,14319616,22/03/2017,0,3288973312,"201,509.00",201509
MTBLS14,3789283328,Public,14/09/2015,11/09/2015,Joachim Kopka,GC-TOF-MS,14,14352384,22/03/2017,0,3789283328,"201,509.00",201509
MTBLS15,3750002688,Public,14/09/2015,11/09/2015,Joachim Kopka,GC-TOF-MS,15,14385152,22/03/2017,0,3750002688,"201,509.00",201509
MTBLS16,3276328960,Public,14/09/2015,11/09/2015,Joachim Kopka,GC-TOF-MS,16,14417920,22/03/2017,0,3276328960,"201,509.00",201509
MTBLS17,29612474368,Public,30/06/2013,11/06/2013,"Jinlian Wang, Habtom Ressom",UPLC-QTOF-MS,17,3276800,04/12/2015,0,29612474368,"201,306.00",201306
MTBLS18,65653792768,In Review,31/10/2018,08/06/2015,Steffen Neumann,UPLC-QTOF-MS;UPLC-DAD,18,8126464,02/11/2017,0,65653792768,"201,810.00",201506
MTBLS19,9793167360,Public,30/06/2013,11/06/2013,"Jinlian Wang, Habtom Ressom",UPLC-QTOF-MS,19,3244032,04/12/2015,0,9793167360,"201,306.00",201306
MTBLS20,4900081664,Public,26/07/2013,06/08/2012,Christophe Junot,FIA-LTQ-MS/MS;UPLC-LTQ-MS/MS,20,3735552,04/12/2015,0,4900081664,"201,307.00",201208
MTBLS21,980504576,Public,21/09/2012,21/09/2012,Nils Hoffmann,GC-QIT-MS,21,1114112,11/12/2015,0,980504576,"201,209.00",201209
MTBLS22,1177702400,Public,14/09/2015,11/09/2015,Joachim Kopka,GC-TOF-MS,22,14450688,22/03/2017,0,1177702400,"201,509.00",201509
MTBLS23,222404608,Public,05/09/2012,24/08/2012,Tom Metz,GC-Q-MS,23,1081344,17/12/2015,0,222404608,"201,209.00",201208
MTBLS24,66895872,Public,21/10/2012,21/10/2012,Helena Zacharias,NMR,24,1146880,17/12/2015,66895872,0,"201,210.00",201210
MTBLS25,37134336,Public,10/01/2013,03/01/2013,Matthias Klein,NMR,25,1769472,17/12/2015,37134336,0,"201,301.00",201301
MTBLS26,4894842880,Public,19/08/2014,14/11/2012,Harald Köfeler,UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS,26,7471104,01/02/2016,0,4894842880,"201,408.00",201211
MTBLS27,1301581824,Public,15/12/2016,24/10/2014,"Faith Coldren, Aalim Weljie",GC-TOF-MS,27,9043968,15/12/2016,0,1301581824,"201,612.00",201410
MTBLS28,1.24E+11,Public,06/05/2014,18/01/2013,Majda Haznadar,UPLC-QTOF-MS,28,1376256,17/02/2016,0,1.24E+11,"201,405.00",201301
MTBLS29,1347997696,Public,22/05/2013,10/05/2013,Alfredo Ibanez,MALDI-TOF/TOF-MS,29,3112960,03/02/2017,0,1347997696,"201,305.00",201305
MTBLS30,5021696,Submitted,10/04/2013,08/02/2013,Reza Salek,GC-Q-MS;FIA-TQ-MS/MS,30,2457600,20/09/2018,0,5021696,"201,304.00",201302
MTBLS31,90824704,Public,09/05/2013,09/05/2013,Peter Askovich,LC-LTQ-MS/MS,31,2949120,26/01/2018,0,90824704,"201,305.00",201305
MTBLS32,139784192,Public,30/05/2013,09/05/2013,Peter Askovich,LC-LTQ-MS/MS,32,2981888,26/01/2018,0,139784192,"201,305.00",201305
MTBLS33,37199872,Public,30/05/2013,09/05/2013,Peter Askovich,LC-LTQ-MS/MS,33,3014656,26/01/2018,0,37199872,"201,305.00",201305
MTBLS34,30871552,Public,30/05/2013,09/05/2013,Peter Askovich,LC-LTQ-MS/MS,34,3047424,26/01/2018,0,30871552,"201,305.00",201305
MTBLS35,461561856,Public,02/05/2013,01/05/2013,Tom Metz,GC-Q-MS,35,2752512,02/06/2016,0,461561856,"201,305.00",201305
MTBLS36,73498771456,Public,07/02/2014,07/02/2014,Stephan Beisken,UPLC-LTQ-MS/MS,36,4620288,18/10/2017,0,73498771456,"201,402.00",201402
MTBLS37,29518516224,Public,08/05/2013,28/03/2013,Nils Hoffmann,GCxGC-TOF-MS,37,2162688,02/06/2016,0,29518516224,"201,305.00",201303
MTBLS38,10901356544,Public,07/02/2014,07/02/2014,Stephan Beisken,UPLC-LTQ-MS/MS,38,4653056,02/06/2016,0,10901356544,"201,402.00",201402
MTBLS39,59518976,Public,04/11/2013,12/04/2013,Silvia Dal Santo,HPLC-LTQ-MS/MS,39,4292608,24/01/2017,0,59518976,"201,311.00",201304
MTBLS40,5492596736,Public,01/03/2014,15/04/2013,Atsushi Fukushima,GC-TOF-MS,40,3440640,06/06/2016,0,5492596736,"201,403.00",201304
MTBLS41,1099210752,Public,14/09/2015,11/09/2015,Joachim Kopka,GC-TOF-MS,41,14483456,22/03/2017,0,1099210752,"201,509.00",201509
MTBLS42,1177735168,Public,14/09/2015,11/09/2015,Joachim Kopka,GC-TOF-MS,42,14516224,22/03/2017,0,1177735168,"201,509.00",201509
MTBLS43,1860067328,Public,14/09/2015,11/09/2015,Joachim Kopka,GC-TOF-MS,43,14548992,22/03/2017,0,1860067328,"201,509.00",201509
MTBLS44,1820540928,Public,14/09/2015,11/09/2015,Joachim Kopka,GC-TOF-MS,44,14581760,22/03/2017,0,1820540928,"201,509.00",201509
MTBLS45,5816086528,Public,01/03/2014,30/05/2013,Atsushi Fukushima,GC-TOF-MS,45,3178496,07/06/2016,0,5816086528,"201,403.00",201305
MTBLS46,124620800,Public,03/03/2015,05/06/2013,Leonardo Tenori,NMR,46,3211264,08/06/2016,124620800,0,"201,503.00",201306
MTBLS47,68805267456,Public,01/03/2014,01/07/2013,Atsushi Fukushima,GC-TOF-MS,47,4456448,07/06/2016,0,68805267456,"201,403.00",201307
MTBLS48,55578624,Public,11/10/2018,08/07/2013,Yan Zhang,NMR,48,3604480,11/10/2018,55578624,0,"201,810.00",201307
MTBLS49,2604699648,Public,14/05/2015,11/07/2013,Darren Creek,LC-LTQ-MS,49,3637248,14/06/2016,0,2604699648,"201,505.00",201307
MTBLS50,20549632,Submitted,01/06/2016,17/07/2013,Raymond Langley,UPLC-LTQ-MS/MS;GC-Q-MS,50,3670016,10/06/2016,0,20549632,"201,606.00",201307
MTBLS51,1118208,Submitted,01/07/2016,17/07/2013,Raymond Langley,UPLC-LTQ-MS/MS;GC-Q-MS,51,3702784,02/10/2015,0,1118208,"201,607.00",201307
MTBLS52,98316288,Public,20/11/2014,05/08/2013,Anna Piasecka,UPLC-DAD;HPLC-QIT-MS,52,9928704,30/06/2016,0,98316288,"201,411.00",201308
MTBLS53,20619264,In Review,19/11/2016,08/08/2013,Silvia Marin,GC-Q-MS,53,3801088,27/11/2015,0,20619264,"201,611.00",201308
MTBLS54,1583112192,Public,14/09/2015,11/09/2015,Joachim Kopka,GC-TOF-MS,54,14614528,22/03/2017,0,1583112192,"201,509.00",201509
MTBLS55,14145245184,Public,25/02/2014,25/02/2014,Panagiotis Arapitsas,UPLC-QTOF-MS,55,4718592,17/06/2016,0,14145245184,"201,402.00",201402
MTBLS56,21721088,Public,24/09/2013,24/09/2013,Daniel Jacob,NMR,56,3932160,17/06/2016,21721088,0,"201,309.00",201309
MTBLS57,3707179008,Public,06/12/2013,08/10/2013,Ryo Nakabayashi,UPLC-QTOF-MS,57,4030464,24/03/2017,0,3707179008,"201,312.00",201310
MTBLS58,7412310016,Public,17/05/2018,05/05/2017,Regis Lavigne,MALDI-TOF/TOF-MS,58,58,17/05/2018,0,7412310016,"201,805.00",201705
MTBLS59,972402688,Public,24/10/2013,14/10/2013,Pietro Franceschi,UPLC-QTOF-MS,59,4161536,20/06/2016,0,972402688,"201,310.00",201310
MTBLS60,7098368,Submitted,01/11/2016,17/10/2013,Matej Oresic,GCxGC-TOF-MS;UPLC-QTOF-MS,60,4096000,25/09/2017,0,7098368,"201,611.00",201310
MTBLS61,1359134720,Public,14/11/2013,14/11/2013,Robert Jansen,HPLC-LTQ-MS/MS,61,4358144,21/06/2016,0,1359134720,"201,311.00",201311
MTBLS62,8.63E+11,In Curation,30/11/2018,22/08/2017,Arvind Subbaraj,,62,62,07/11/2018,0,8.63E+11,"201,811.00",201708
MTBLS63,4.67E+11,In Curation,30/11/2018,05/09/2017,Arvind Subbaraj,,63,63,07/11/2018,0,4.67E+11,"201,811.00",201709
MTBLS64,8.39E+11,In Curation,30/11/2018,05/09/2017,Arvind Subbaraj,,64,64,07/11/2018,0,8.39E+11,"201,811.00",201709
MTBLS65,3.59E+11,In Curation,30/11/2018,05/09/2017,Arvind Subbaraj,,65,65,07/11/2018,0,3.59E+11,"201,811.00",201709
MTBLS66,1.38E+12,In Curation,30/11/2018,05/09/2017,Arvind Subbaraj,,66,166,07/11/2018,0,1.38E+12,"201,811.00",201709
MTBLS67,2179899392,Public,26/11/2013,19/11/2013,Tomas Pluskal,HPLC-LTQ-MS,67,4390912,03/11/2015,0,2179899392,"201,311.00",201311
MTBLS68,8.98E+11,In Curation,30/11/2018,05/09/2017,Arvind Subbaraj,,68,68,08/11/2018,0,8.98E+11,"201,811.00",201709
MTBLS69,2421022720,Public,01/05/2014,05/02/2014,Aaron Massey,UPLC-QTOF-MS,69,4554752,22/06/2016,0,2421022720,"201,405.00",201402
MTBLS70,2420785152,Dormant,05/02/2016,05/02/2014,Aaron Massey,UPLC-QTOF-MS,70,4587520,30/09/2015,0,2420785152,"201,602.00",201402
MTBLS71,6280830976,Public,21/05/2014,19/05/2014,Tom Metz,GC-Q-MS,71,6258688,23/06/2016,0,6280830976,"201,405.00",201405
MTBLS72,34599284736,Public,09/03/2014,06/03/2014,Robert Padilla,FIA-TQ-MS/MS;UPLC-QTOF-MS/MS,72,4849664,27/06/2016,0,34599284736,"201,403.00",201403
MTBLS73,9232121856,Public,18/10/2017,12/03/2014,Mark Earll,UPLC-LTQ-MS/MS,73,4882432,02/11/2017,0,9232121856,"201,710.00",201403
MTBLS74,10544586752,Public,06/11/2014,05/11/2014,Steffen Neumann,UPLC-QTOF-MS,74,9666560,06/11/2014,0,10544586752,"201,411.00",201411
MTBLS75,466747392,Public,24/06/2014,24/06/2014,Tom Metz,GC-Q-MS,75,6979584,28/06/2016,0,466747392,"201,406.00",201406
MTBLS76,10830450688,In Review,01/07/2016,19/03/2014,Albert Koulman,DI-LTQ-MS,76,5210112,29/06/2016,0,10830450688,"201,607.00",201403
MTBLS77,7028736,Public,31/01/2015,26/01/2015,Juan Li,NMR,77,10944512,29/06/2016,7028736,0,"201,501.00",201501
MTBLS78,16384,Submitted,05/09/2018,05/09/2017,Arvind Subbaraj,,78,178,05/09/2017,0,16384,"201,809.00",201709
MTBLS79,58676588544,Public,05/06/2014,24/03/2014,Ralf Weber,DI-FT-ICR-MS,79,5570560,28/07/2016,0,58676588544,"201,406.00",201403
MTBLS80,9259134976,Submitted,31/12/2018,14/12/2017,"User Cochrane, Mark Williams",UPLC-MS/MS,80,81,18/12/2017,0,9259134976,"201,812.00",201712
MTBLS81,3600584704,Public,19/08/2014,19/08/2014,Harald Köfeler,UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS,81,7503872,03/02/2016,0,3600584704,"201,408.00",201408
MTBLS82,1.12E+11,Submitted,09/01/2019,09/01/2018,"User Cochrane, Reza Salek, Peter Li",UPLC-MS/MS,82,82,09/01/2018,0,1.12E+11,"201,901.00",201801
MTBLS83,7221227520,In Review,30/04/2025,22/03/2018,User Cochrane,UPLC-MS/MS,83,84,27/04/2018,0,7221227520,"202,504.00",201803
MTBLS84,2883584,Submitted,30/04/2025,27/04/2018,"Richard Robinson, User Cochrane",UPLC-MS/MS,84,85,27/04/2018,0,2883584,"202,504.00",201804
MTBLS85,1974779904,Public,01/07/2014,09/06/2014,Ron Wehrens,UPLC-DAD,85,6455296,23/03/2017,0,1974779904,"201,407.00",201406
MTBLS86,3161079808,Public,01/07/2014,09/06/2014,Ron Wehrens,UPLC-DAD,86,6488064,21/07/2016,0,3161079808,"201,407.00",201406
MTBLS87,2672734208,Public,08/07/2014,08/07/2014,Romanas Chaleckis,HPLC-LTQ-MS/MS,87,7143424,01/07/2016,0,2672734208,"201,407.00",201407
MTBLS88,1908260864,Public,08/07/2014,08/07/2014,Romanas Chaleckis,HPLC-LTQ-MS/MS,88,7176192,01/07/2016,0,1908260864,"201,407.00",201407
MTBLS89,56008499200,In Review,15/05/2019,15/05/2018,"User Cochrane, Karsten Suhre",UPLC-MS/MS,89,89,23/11/2018,0,56008499200,"201,905.00",201805
MTBLS90,4.82E+11,Public,30/08/2014,05/06/2014,Andrea Ganna,UPLC-QTOF-MS/MS,90,6619136,01/07/2016,0,4.82E+11,"201,408.00",201406
MTBLS91,1477885952,Public,13/10/2015,08/06/2014,Ulf Sommer,DI-FT-ICR-MS,91,10027008,21/07/2016,0,1477885952,"201,510.00",201406
MTBLS92,11010977792,Public,17/06/2014,12/06/2014,Mika Hilvo,UPLC-QTOF-MS,92,6553600,26/07/2016,0,11010977792,"201,406.00",201406
MTBLS93,7.29E+11,Public,30/08/2014,14/06/2014,Andrea Ganna,UPLC-QTOF-MS/MS,93,6586368,26/07/2016,0,7.29E+11,"201,408.00",201406
MTBLS94,1.26E+11,Public,19/07/2018,24/05/2018,Michal Gorka,UPLC-LTQ-MS,94,94,20/07/2018,0,1.26E+11,"201,807.00",201805
MTBLS95,533291008,Public,24/06/2014,24/06/2014,Tom Metz,GC-Q-MS,95,7012352,27/07/2016,0,533291008,"201,406.00",201406
MTBLS96,625717248,Public,24/06/2014,24/06/2014,Tom Metz,GC-Q-MS,96,7045120,28/07/2016,0,625717248,"201,406.00",201406
MTBLS97,10014720,Submitted,01/01/2016,01/07/2014,Elon Correa,GC-TOF-MS;UPLC-TOF-MS,97,7077888,28/07/2016,0,10014720,"201,601.00",201407
MTBLS98,43511808,Public,14/09/2016,04/07/2014,Simon Brown,DI-LTQ-MS,98,7110656,30/10/2017,0,43511808,"201,609.00",201407
MTBLS99,8408608768,Public,05/06/2015,19/01/2015,Ron Wehrens,UPLC-QTOF-MS,99,10780672,28/07/2016,0,8408608768,"201,506.00",201501
MTBLS100,4558848,Public,01/09/2015,16/07/2014,Zerihun Dame,NMR,100,7241728,02/05/2017,4558848,0,"201,509.00",201407
MTBLS101,14606336,Submitted,01/02/2017,16/07/2014,Rupa Mandal,NMR,101,7274496,19/04/2017,14606336,0,"201,702.00",201407
MTBLS102,19533824,Public,01/07/2015,21/07/2014,Kristin Surmann,NMR,102,7307264,05/08/2016,19533824,0,"201,507.00",201407
MTBLS103,5083435008,Public,09/04/2015,01/08/2014,Sara Samino,NMR;UPLC-QTOF-MS,103,7340032,25/08/2016,12000,5083423008,"201,504.00",201408
MTBLS104,20254720,Public,01/10/2014,30/09/2014,Bo Wang,NMR,104,8224768,07/09/2016,20254720,0,"201,410.00",201409
MTBLS105,7245291520,Public,13/08/2015,13/08/2014,Habtom Ressom,GC-Q-MS;GC-TOF-MS,105,7438336,07/09/2016,0,7245291520,"201,508.00",201408
MTBLS106,516521984,In Review,24/05/2019,24/05/2018,Dimitri Scherbakov,,106,106,23/07/2018,0,516521984,"201,905.00",201805
MTBLS107,1761894400,Public,31/08/2014,22/08/2014,Lieven van Meulebroek,UPLC-LTQ-MS,107,7536640,12/09/2016,0,1761894400,"201,408.00",201408
MTBLS108,1805500416,Public,31/08/2014,22/08/2014,Lieven van Meulebroek,UPLC-LTQ-MS,108,7569408,12/09/2016,0,1805500416,"201,408.00",201408
MTBLS109,1789276160,Public,31/08/2014,22/08/2014,Lieven van Meulebroek,UPLC-LTQ-MS,109,7602176,12/09/2016,0,1789276160,"201,408.00",201408
MTBLS110,1768927232,Public,31/08/2014,22/08/2014,Lieven van Meulebroek,UPLC-LTQ-MS,110,7634944,12/09/2016,0,1768927232,"201,408.00",201408
MTBLS111,1828139008,Public,31/08/2014,22/08/2014,Lieven van Meulebroek,UPLC-LTQ-MS,111,7667712,12/09/2016,0,1828139008,"201,408.00",201408
MTBLS112,860160,Public,17/10/2014,17/10/2014,Benedikt Warth,GC-Q-MS,112,8519680,07/09/2016,0,860160,"201,410.00",201410
MTBLS113,652783616,Public,04/09/2014,03/09/2014,Takeshi Furuhashi,GC-TOF-MS,113,7798784,07/09/2016,0,652783616,"201,409.00",201409
MTBLS114,7974912,Public,05/09/2014,05/09/2014,Gustav Nestor,NMR,114,7831552,07/09/2016,7974912,0,"201,409.00",201409
MTBLS115,32980992,In Review,01/07/2019,23/09/2014,Brian Goodfellow,NMR,115,8060928,22/10/2018,32980992,0,"201,907.00",201409
MTBLS116,5996544,Public,20/11/2014,27/09/2014,Emilia Sogin,NMR,116,9961472,13/09/2016,5996544,0,"201,411.00",201409
MTBLS117,117080064,Public,15/11/2014,29/10/2014,Konstantinos Aliferis,DI-LTQ-MS/MS,117,9437184,24/10/2016,0,117080064,"201,411.00",201410
MTBLS118,1207296000,Public,15/11/2014,29/10/2014,Konstantinos Aliferis,GC-Q-MS,118,9469952,30/09/2016,0,1207296000,"201,411.00",201410
MTBLS119,33225846784,Public,31/01/2015,08/10/2014,Richard Helm,UPLC-QTOF-MS/MS,119,8355840,04/02/2016,0,33225846784,"201,501.00",201410
MTBLS120,20115861504,Public,04/02/2016,09/06/2015,"Richard Helm, Christin Kastl",UPLC-QTOF-MS/MS,120,8323072,04/02/2016,0,20115861504,"201,602.00",201506
MTBLS121,94208,Dormant,01/07/2019,01/06/2018,MetaboLights Team,,121,121,20/07/2018,0,94208,"201,907.00",201806
MTBLS122,32768,Dormant,01/06/2019,01/06/2018,MetaboLights Team,,122,122,21/06/2018,0,32768,"201,906.00",201806
MTBLS123,679407616,Public,31/01/2015,14/10/2014,Charles Determan,NMR,123,8552448,24/10/2016,679407616,0,"201,501.00",201410
MTBLS124,2.49E+11,Public,23/03/2015,17/10/2014,Andrea Ganna,UPLC-QTOF-MS,124,9830400,26/07/2016,0,2.49E+11,"201,503.00",201410
MTBLS125,12707123200,Public,15/12/2014,21/10/2014,Romanas Chaleckis,HPLC-LTQ-MS,125,10289152,22/11/2016,0,12707123200,"201,412.00",201410
MTBLS126,17122570240,Public,15/12/2014,21/10/2014,Romanas Chaleckis,HPLC-LTQ-MS,126,10223616,22/11/2016,0,17122570240,"201,412.00",201410
MTBLS127,4308557824,Public,15/12/2014,15/12/2014,Romanas Chaleckis,HPLC-LTQ-MS,127,10321920,22/11/2016,0,4308557824,"201,412.00",201412
MTBLS128,185581568,Public,06/10/2015,27/10/2014,Frederik Walter,UPLC-QTOF-MS,128,9207808,22/11/2016,0,185581568,"201,510.00",201410
MTBLS129,11098845184,Public,03/10/2016,23/10/2014,Shivshankar Umashankar,UPLC-TOF-MS;UPLC-LTQ-MS,129,8781824,22/11/2016,0,11098845184,"201,610.00",201410
MTBLS130,32768,Dormant,01/06/2019,01/06/2018,MetaboLights Team,,130,132,01/06/2018,0,32768,"201,906.00",201806
MTBLS131,206815232,Public,28/01/2015,24/10/2014,Daniel Jacob,NMR,131,8945664,23/11/2016,206815232,0,"201,501.00",201410
MTBLS132,280268800,Public,11/11/2015,24/10/2014,Daniel Jacob,NMR,132,9076736,23/11/2016,280268800,0,"201,511.00",201410
MTBLS133,193679360,Public,11/11/2015,24/10/2014,Daniel Jacob,NMR,133,8880128,23/11/2016,193679360,0,"201,511.00",201410
MTBLS134,193675264,Public,11/11/2015,24/10/2014,Daniel Jacob,NMR,134,8912896,23/11/2016,193675264,0,"201,511.00",201410
MTBLS135,2605498368,In Review,01/06/2019,01/06/2018,MetaboLights Team,UPLC-MS/MS,135,137,11/01/2019,0,2605498368,"201,906.00",201806
MTBLS136,1.01E+11,In Review,02/06/2019,02/06/2018,Victoria Stevens,,136,136,25/07/2018,0,1.01E+11,"201,906.00",201806
MTBLS137,6327144448,Public,09/11/2014,05/11/2014,Panagiotis Arapitsas,UPLC-QTOF-MS,137,9699328,23/11/2016,0,6327144448,"201,411.00",201411
MTBLS138,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,GC-Q-MS,138,138,13/07/2018,0,450560,"201,907.00",201807
MTBLS139,61440,Submitted,11/06/2019,11/06/2018,Jules Griffin,,139,139,11/06/2018,0,61440,"201,906.00",201806
MTBLS140,18486665216,Public,07/09/2015,06/11/2014,Marc Rurik,HPLC-LTQ-MS/MS,140,9764864,24/11/2016,0,18486665216,"201,509.00",201411
MTBLS141,1.28E+11,Submitted,01/11/2016,13/11/2014,Richard Helm,,141,9797632,23/08/2016,0,1.28E+11,"201,611.00",201411
MTBLS142,54091776,Public,03/12/2018,12/06/2018,Mehdi BENIDDIR,HPLC-QTOF-MS/MS,142,143,19/12/2018,0,54091776,"201,812.00",201806
MTBLS143,505761792,Public,19/11/2015,20/11/2014,Sam Ansari,UPLC-LTQ-MS,143,9994240,24/11/2016,0,505761792,"201,511.00",201411
MTBLS144,7871221760,Public,12/12/2014,25/11/2014,Krista Longnecker,UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS,144,10256384,14/01/2016,0,7871221760,"201,412.00",201411
MTBLS145,5821587456,In Review,01/02/2019,13/07/2018,Jonathan Sobel,,145,145,07/08/2018,0,5821587456,"201,902.00",201807
MTBLS146,11156127744,Public,03/03/2015,26/11/2014,Robert Davidson,HPLC-LTQ-MS,146,11567104,25/11/2016,0,11156127744,"201,503.00",201411
MTBLS147,2410045440,Public,01/01/2015,16/12/2014,Claudio Santucci,NMR,147,10354688,23/03/2017,2410045440,0,"201,501.00",201412
MTBLS148,21667311616,Public,18/12/2014,18/12/2014,Etienne Thevenot,UPLC-LTQ-MS,148,10387456,29/11/2016,0,21667311616,"201,412.00",201412
MTBLS149,131325952,Public,08/06/2016,19/12/2014,Junsong Wang,NMR,149,10452992,09/05/2018,131325952,0,"201,606.00",201412
MTBLS150,229969920,Public,31/12/2014,31/12/2014,Kathleen Vermeersch,GCxGC-TOF-MS,150,10485760,23/03/2017,0,229969920,"201,412.00",201412
MTBLS151,70258688,Public,25/11/2016,05/01/2015,umaporn uawisetwathana,NMR,151,10518528,25/11/2016,70258688,0,"201,611.00",201501
MTBLS152,246423552,Public,08/01/2015,08/01/2015,Kathleen Vermeersch,GCxGC-TOF-MS,152,10551296,23/03/2017,0,246423552,"201,501.00",201501
MTBLS153,1748992,Submitted,03/10/2016,09/01/2015,Benedikt Warth,GC-Q-MS,153,10584064,17/03/2016,0,1748992,"201,610.00",201501
MTBLS154,10318344192,Public,27/01/2015,12/01/2015,Krista Longnecker,UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS;UPLC-TQ-MS,154,10616832,17/05/2017,0,10318344192,"201,501.00",201501
MTBLS155,10090483712,Public,26/01/2015,15/01/2015,Krista Longnecker,UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS;UPLC-TQ-MS,155,10813440,05/12/2016,0,10090483712,"201,501.00",201501
MTBLS156,84959232,Public,16/01/2015,16/01/2015,Martina Vermathen,MAS-NMR,156,10682368,07/12/2016,84959232,0,"201,501.00",201501
MTBLS157,20117430272,Public,29/01/2015,17/01/2015,Krista Longnecker,UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS;UPLC-TQ-MS,157,10715136,05/12/2016,0,20117430272,"201,501.00",201501
MTBLS158,5431918592,In Review,13/07/2019,13/07/2018,Bjoern Titz,,158,158,07/01/2019,0,5431918592,"201,907.00",201807
MTBLS159,450560,Submitted,13/07/2019,13/07/2018,"Metabolon Submission, Pinchas Cohen",,159,159,20/11/2018,0,450560,"201,907.00",201807
MTBLS160,13399150592,Public,15/07/2016,22/05/2015,Steffen Neumann,UPLC-QTOF-MS,160,11042816,15/07/2016,0,13399150592,"201,607.00",201505
MTBLS161,1052672,Public,08/06/2015,23/01/2015,Christopher Armstrong,NMR,161,10911744,23/03/2017,1052672,0,"201,506.00",201501
MTBLS162,660979712,Public,05/10/2015,29/01/2015,Xinzhu Wang,DI-LTQ-MS,162,10977280,12/12/2016,0,660979712,"201,510.00",201501
MTBLS163,92155904,Public,11/03/2015,31/01/2015,Mesut Bilgin,LC-TQ-MS/MS,163,11665408,14/12/2016,0,92155904,"201,503.00",201501
MTBLS164,2412544,Public,14/12/2016,05/02/2015,Phil Brown,PTR-MS,164,11108352,23/03/2017,0,2412544,"201,612.00",201502
MTBLS165,10543874048,Public,31/03/2015,11/02/2015,Tong Zhang,HPLC-LTQ-MS/MS,165,11141120,15/12/2016,0,10543874048,"201,503.00",201502
MTBLS166,16510976,Public,14/02/2015,14/02/2015,Wentao Zhu,NMR,166,11173888,15/12/2016,16510976,0,"201,502.00",201502
MTBLS167,4.77E+11,In Curation,01/05/2017,18/02/2015,Pietro Franceschi,GC-TQ-MS;UPLC-QTOF-MS;UPLC-DAD,167,11239424,24/01/2017,0,4.77E+11,"201,705.00",201502
MTBLS168,72110080,Public,16/12/2016,21/02/2015,Mohammad Tauqeer Alam,UPLC-TQ-MS,168,11272192,09/05/2017,0,72110080,"201,612.00",201502
MTBLS169,1453215744,Public,15/09/2015,08/09/2015,Steffen Neumann,UPLC-QTOF-MS,169,11862016,16/12/2016,0,1453215744,"201,509.00",201509
MTBLS170,575070208,Public,19/03/2015,24/02/2015,Caroline Rempe,GC-Q-MS,170,11436032,24/01/2017,0,575070208,"201,503.00",201502
MTBLS171,714895360,Public,28/09/2015,24/02/2015,Hayley Abbiss,GC-Q-MS,171,11370496,19/12/2016,0,714895360,"201,509.00",201502
MTBLS172,42668032,Public,17/11/2015,24/02/2015,veronica ghini,NMR,172,11403264,23/03/2017,42668032,0,"201,511.00",201502
MTBLS173,12675305472,Public,17/11/2015,26/02/2015,Xinzhu Wang,UPLC-LTQ-MS/MS;UPLC-TQ-MS;UPLC-QTOF-MS,173,11468800,22/08/2017,0,12675305472,"201,511.00",201502
